WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,wiki_url,event_order,Method_Cleaned,Card_Cleaned,Winner_Cleaned,Loser_Cleaned,Champion,Interim_Champion
Welterweight,Carlos Newton,def,Pat Miletich (c),Submission (bulldog choke),3,2:50, For the UFC Welterweight Championship.,Main Card,https://en.wikipedia.org/wiki/Carlos_Newton,https://en.wikipedia.org/wiki/Pat_Miletich,https://en.wikipedia.org/wiki/UFC_31,2,Sub,Main Event,Carlos Newton,Pat Miletich,Pat Miletich,
Light Heavyweight,Chuck Liddell,def,Kevin Randleman,KO (punches),1,1:18,,Main Card,https://en.wikipedia.org/wiki/Chuck_Liddell,https://en.wikipedia.org/wiki/Kevin_Randleman,https://en.wikipedia.org/wiki/UFC_31,3,KO,Main Event,Chuck Liddell,Kevin Randleman,,
Welterweight,Shonie Carter,def,Matt Serra,KO (spinning back fist),3,4:51,,Main Card,https://en.wikipedia.org/wiki/Shonie_Carter,https://en.wikipedia.org/wiki/Matt_Serra,https://en.wikipedia.org/wiki/UFC_31,4,KO,Main Event,Shonie Carter,Matt Serra,,
Heavyweight,Semmy Schilt,def,Pete Williams,TKO (body kick and punches),2,1:26,,Main Card,https://en.wikipedia.org/wiki/Semmy_Schilt,https://en.wikipedia.org/wiki/Pete_Williams_(mixed_martial_artist),https://en.wikipedia.org/wiki/UFC_31,5,KO,Main Event,Semmy Schilt,Pete Williams,,
Light Heavyweight,Matt Lindland,def,Ricardo Almeida,DQ (repeated fouls),3,4:21,,Main Card,https://en.wikipedia.org/wiki/Matt_Lindland,https://en.wikipedia.org/wiki/Ricardo_Almeida,https://en.wikipedia.org/wiki/UFC_31,6,,Main Event,Matt Lindland,Ricardo Almeida,,
Lightweight,B.J. Penn,def,Joey Gilbert,TKO (punches),1,4:58,,Preliminary Card,https://en.wikipedia.org/wiki/B.J._Penn,,https://en.wikipedia.org/wiki/UFC_31,7,KO,Prelim,B.J. Penn,Joey Gilbert,,
Welterweight,Tony DeSouza,def,Steve Berger,Decision (unanimous),3,5:00,,Preliminary Card,https://en.wikipedia.org/wiki/Tony_DeSouza,https://en.wikipedia.org/wiki/Steve_Berger,https://en.wikipedia.org/wiki/UFC_31,8,Unanimous Decision,Prelim,Tony DeSouza,Steve Berger,,
Middleweight,Tito Ortiz (c),def,Evan Tanner,KO (slam),1,0:30,For the UFC Light Heavyweight Championship.,Main Card,https://en.wikipedia.org/wiki/Tito_Ortiz,https://en.wikipedia.org/wiki/Evan_Tanner,https://en.wikipedia.org/wiki/UFC_30,1,KO,Main Event,Tito Ortiz,Evan Tanner,Tito Ortiz,
Bantamweight,Jens Pulver,def,Caol Uno,Decision (unanimous),5,5:00,For the UFC Lightweight Championship.,Main Card,https://en.wikipedia.org/wiki/Jens_Pulver,https://en.wikipedia.org/wiki/Caol_Uno,https://en.wikipedia.org/wiki/UFC_30,2,Unanimous Decision,Main Event,Jens Pulver,Caol Uno,,
Lightweight,Fabiano Iha,def,Phil Johns,Submission (armbar),1,2:05,,Main Card,https://en.wikipedia.org/wiki/Fabiano_Iha,,https://en.wikipedia.org/wiki/UFC_30,3,Sub,Main Event,Fabiano Iha,Phil Johns,,
Middleweight,Elvis Sinosic,def,Jeremy Horn,Submission (triangle armbar),1,2:59,,Main Card,https://en.wikipedia.org/wiki/Elvis_Sinosic,https://en.wikipedia.org/wiki/Jeremy_Horn,https://en.wikipedia.org/wiki/UFC_30,4,Sub,Main Event,Elvis Sinosic,Jeremy Horn,,
Heavyweight,Pedro Rizzo,def,Josh Barnett,KO (punches),2,4:21,,Main Card,https://en.wikipedia.org/wiki/Pedro_Rizzo,https://en.wikipedia.org/wiki/Josh_Barnett,https://en.wikipedia.org/wiki/UFC_30,5,KO,Main Event,Pedro Rizzo,Josh Barnett,,
Heavyweight,Bobby Hoffman,vs,Mark Robinson,No Contest (overturned),1,3:27,Originally a KO win for Hoffman; overturned after he tested positive for illegal substances.,Main Card,https://en.wikipedia.org/wiki/Bobby_Hoffman,,https://en.wikipedia.org/wiki/UFC_30,6,,Main Event,Bobby Hoffman,Mark Robinson,,
Middleweight,Phil Baroni,def,Curtis Stout,Decision (unanimous),2,5:00,,Preliminary Card,https://en.wikipedia.org/wiki/Phil_Baroni,,https://en.wikipedia.org/wiki/UFC_30,7,Unanimous Decision,Prelim,Phil Baroni,Curtis Stout,,
Lightweight,Sean Sherk,def,Tiki Ghosn,Verbal Submission (dislocated shoulder),2,4:47,,Preliminary Card,https://en.wikipedia.org/wiki/Sean_Sherk,https://en.wikipedia.org/wiki/Tiki_Ghosn,https://en.wikipedia.org/wiki/UFC_30,8,Sub,Prelim,Sean Sherk,Tiki Ghosn,,
Middleweight,Tito Ortiz (c),def,Yuki Kondo,Submission (cobra choke),1,1:51, For the UFC Light Heavyweight Championship.,Main Card,https://en.wikipedia.org/wiki/Tito_Ortiz,https://en.wikipedia.org/wiki/Yuki_Kondo,https://en.wikipedia.org/wiki/UFC_29,1,Sub,Main Event,Tito Ortiz,Yuki Kondo,Tito Ortiz,
Lightweight,Pat Miletich (c),def,Kenichi Yamamoto,Submission (guillotine choke),2,1:57, For the UFC Welterweight Championship.,Main Card,https://en.wikipedia.org/wiki/Pat_Miletich,https://en.wikipedia.org/wiki/Kenichi_Yamamoto_(mixed_martial_artist),https://en.wikipedia.org/wiki/UFC_29,2,Sub,Main Event,Pat Miletich,Kenichi Yamamoto,Pat Miletich,
Middleweight,Matt Lindland,def,Yoji Anjo,TKO (strikes),1,2:57,,Main Card,https://en.wikipedia.org/wiki/Matt_Lindland,https://en.wikipedia.org/wiki/Yoji_Anjo,https://en.wikipedia.org/wiki/UFC_29,3,KO,Main Event,Matt Lindland,Yoji Anjo,,
Lightweight,Fabiano Iha,def,Daiju Takase,TKO (strikes),1,2:25,,Main Card,https://en.wikipedia.org/wiki/Fabiano_Iha,https://en.wikipedia.org/wiki/Daiju_Takase,https://en.wikipedia.org/wiki/UFC_29,4,KO,Main Event,Fabiano Iha,Daiju Takase,,
Middleweight,Evan Tanner,def,Lance Gibson,TKO (strikes),1,4:58,,Main Card,https://en.wikipedia.org/wiki/Evan_Tanner,https://en.wikipedia.org/wiki/Lance_Gibson,https://en.wikipedia.org/wiki/UFC_29,5,KO,Main Event,Evan Tanner,Lance Gibson,,
Lightweight,Dennis Hallman,def,Matt Hughes,Submission (armbar),1,0:20,,Preliminary Card,https://en.wikipedia.org/wiki/Dennis_Hallman,https://en.wikipedia.org/wiki/Matt_Hughes_(fighter),https://en.wikipedia.org/wiki/UFC_29,6,Sub,Prelim,Dennis Hallman,Matt Hughes,,
Middleweight,Chuck Liddell,def,Jeff Monson,Decision (unanimous),3,5:00,,Preliminary Card,https://en.wikipedia.org/wiki/Chuck_Liddell,https://en.wikipedia.org/wiki/Jeff_Monson,https://en.wikipedia.org/wiki/UFC_29,7,Unanimous Decision,Prelim,Chuck Liddell,Jeff Monson,,
Heavyweight,Randy Couture,def,Kevin Randleman (c),TKO (punches),3,4:13, For the UFC Heavyweight Championship.,Main Card,https://en.wikipedia.org/wiki/Randy_Couture,https://en.wikipedia.org/wiki/Kevin_Randleman,https://en.wikipedia.org/wiki/UFC_28,1,KO,Main Event,Randy Couture,Kevin Randleman,Kevin Randleman,
Heavyweight,Renato Sobral,def,Maurice Smith,Decision (majority),3,5:00,,Main Card,https://en.wikipedia.org/wiki/Renato_Sobral,https://en.wikipedia.org/wiki/Maurice_Smith_(kickboxer),https://en.wikipedia.org/wiki/UFC_28,2,Unanimous Decision,Main Event,Renato Sobral,Maurice Smith,,
Super Heavyweight,Josh Barnett,def,Gan McGee,TKO (punches),2,4:34,,Main Card,https://en.wikipedia.org/wiki/Josh_Barnett,https://en.wikipedia.org/wiki/Gan_McGee,https://en.wikipedia.org/wiki/UFC_28,3,KO,Main Event,Josh Barnett,Gan McGee,,
Heavyweight,Andrei Arlovski,def,Aaron Brink,Submission (armbar),1,0:55,,Main Card,https://en.wikipedia.org/wiki/Andrei_Arlovski,https://en.wikipedia.org/wiki/Aaron_Brink,https://en.wikipedia.org/wiki/UFC_28,4,Sub,Main Event,Andrei Arlovski,Aaron Brink,,
Lightweight,Jens Pulver,def,John Lewis,KO (punch),1,0:15,,Main Card,https://en.wikipedia.org/wiki/Jens_Pulver,,https://en.wikipedia.org/wiki/UFC_28,5,KO,Main Event,Jens Pulver,John Lewis,,
Middleweight,Mark Hughes,def,Alex Stiebling,Decision (unanimous),2,5:00, This bout aired on the pay-per-view event following the Barnett vs McGee fight.,Preliminary Card,https://en.wikipedia.org/wiki/Mark_Hughes_(fighter),https://en.wikipedia.org/wiki/Alex_Stiebling,https://en.wikipedia.org/wiki/UFC_28,6,Unanimous Decision,Prelim,Mark Hughes,Alex Stiebling,,
Lightweight,Ben Earwood,def,Chris Lytle,Decision (unanimous),2,5:00, This bout aired on UFC 29 after the Lightweight Championship bout between Pat Miletich vs. Kenichi Yamamoto.,Preliminary Card,,https://en.wikipedia.org/wiki/Chris_Lytle,https://en.wikipedia.org/wiki/UFC_28,7,Unanimous Decision,Prelim,Ben Earwood,Chris Lytle,,
Heavyweight,Pedro Rizzo,def,Dan Severn,Submission (punches),1,1:33,,Main Card,https://en.wikipedia.org/wiki/Pedro_Rizzo,https://en.wikipedia.org/wiki/Dan_Severn,https://en.wikipedia.org/wiki/UFC_27,1,Sub,Main Event,Pedro Rizzo,Dan Severn,,
Heavyweight,Maurice Smith,def,Bobby Hoffman,Split decision,3,5:00,,Main Card,https://en.wikipedia.org/wiki/Maurice_Smith_(kickboxer),https://en.wikipedia.org/wiki/Bobby_Hoffman,https://en.wikipedia.org/wiki/UFC_27,2,Split Decision,Main Event,Maurice Smith,Bobby Hoffman,,
Middleweight,Jeremy Horn,def,Eugene Jackson,Submission (armbar),1,4:32,,Main Card,https://en.wikipedia.org/wiki/Jeremy_Horn,,https://en.wikipedia.org/wiki/UFC_27,3,Sub,Main Event,Jeremy Horn,Eugene Jackson,,
Lightweight,Fabiano Iha,def,LaVerne Clark,Submission (armbar),1,1:10,,Main Card,https://en.wikipedia.org/wiki/Fabiano_Iha,https://en.wikipedia.org/wiki/LaVerne_Clark,https://en.wikipedia.org/wiki/UFC_27,4,Sub,Main Event,Fabiano Iha,LaVerne Clark,,
Middleweight,Yuki Kondo,def,Alexandre Dantas,TKO (strikes),3,2:28,,Main Card,https://en.wikipedia.org/wiki/Yuki_Kondo,https://en.wikipedia.org/wiki/Alexandre_Dantas,https://en.wikipedia.org/wiki/UFC_27,5,KO,Main Event,Yuki Kondo,Alexandre Dantas,,
Heavyweight,Ian Freeman,def,Tedd Williams,Unanimous decision,3,5:00,,Main Card,https://en.wikipedia.org/wiki/Ian_Freeman,https://en.wikipedia.org/wiki/Tedd_Williams,https://en.wikipedia.org/wiki/UFC_27,6,Unanimous Decision,Main Event,Ian Freeman,Tedd Williams,,
Heavyweight,Jeff Monson,def,Tim Lajcik,Unanimous decision,2,5:00,,Preliminary Card,https://en.wikipedia.org/wiki/Jeff_Monson,https://en.wikipedia.org/wiki/Tim_Lajcik,https://en.wikipedia.org/wiki/UFC_27,7,Unanimous Decision,Prelim,Jeff Monson,Tim Lajcik,,
Lightweight,Brad Gumm,vs,CJ Fernandes,Draw,2,5:00,,Preliminary Card,,,https://en.wikipedia.org/wiki/UFC_27,8,,Prelim,Brad Gumm,CJ Fernandes,,
Heavyweight,Kevin Randleman (c),def,Pedro Rizzo,Decision (unanimous),5,5:00,Randleman defeated Rizzo to retain the UFC Heavyweight Championship.,Main Card,https://en.wikipedia.org/wiki/Kevin_Randleman,https://en.wikipedia.org/wiki/Pedro_Rizzo,https://en.wikipedia.org/wiki/UFC_26,1,Unanimous Decision,Main Event,Kevin Randleman,Pedro Rizzo,Kevin Randleman,
Middleweight,Tyrone Roberts,def,David Dodd,Decision (unanimous),3,5:00,,Main Card,,,https://en.wikipedia.org/wiki/UFC_26,2,Unanimous Decision,Main Event,Tyrone Roberts,David Dodd,,
Lightweight,Pat Miletich (c),def,John Alessio,Submission (armbar),2,1:43,Miletich defeated Alessio to retain the UFC Welterweight Championship.,Main Card,https://en.wikipedia.org/wiki/Pat_Miletich,https://en.wikipedia.org/wiki/John_Alessio,https://en.wikipedia.org/wiki/UFC_26,3,Sub,Main Event,Pat Miletich,John Alessio,Pat Miletich,
Middleweight,Amaury Bitetti,def,Alex Andrade,Disqualification (kicking with shoes),2,0:43,"UFC rules banned kicking while wearing shoes. Andrade, wearing wrestling shoes, kicked Bitetti three times. Andrade was deducted 2 points in the first round. Andrade was disqualified by referee Big John McCarthy.",Main Card,https://en.wikipedia.org/wiki/Amaury_Bitetti,https://en.wikipedia.org/wiki/Alex_Andrade_(fighter),https://en.wikipedia.org/wiki/UFC_26,4,,Main Event,Amaury Bitetti,Alex Andrade,,
Lightweight,Matt Hughes,def,Marcelo Aguiar,TKO (doctor stoppage),1,4:34,,Main Card,https://en.wikipedia.org/wiki/Matt_Hughes_(fighter),https://en.wikipedia.org/wiki/Marcelo_Aguiar,https://en.wikipedia.org/wiki/UFC_26,5,KO,Main Event,Matt Hughes,Marcelo Aguiar,,
Bantamweight,Jens Pulver,def,Joao Roque,Decision (unanimous),3,5:00,,Main Card,https://en.wikipedia.org/wiki/Jens_Pulver,https://en.wikipedia.org/wiki/Joao_Roque,https://en.wikipedia.org/wiki/UFC_26,6,Unanimous Decision,Main Event,Jens Pulver,Joao Roque,,
Heavyweight,Ian Freeman,def,Nate Schroeder,Submission (punches),2,2:13,,Preliminary Card,https://en.wikipedia.org/wiki/Ian_Freeman,,https://en.wikipedia.org/wiki/UFC_26,7,Sub,Prelim,Ian Freeman,Nate Schroeder,,
Lightweight,Shonie Carter,def,Adrian Serrano,Decision (unanimous),2,5:00,,Preliminary Card,https://en.wikipedia.org/wiki/Shonie_Carter,https://en.wikipedia.org/wiki/Adrian_Serrano,https://en.wikipedia.org/wiki/UFC_26,8,Unanimous Decision,Prelim,Shonie Carter,Adrian Serrano,,
Middleweight,Tito Ortiz,def,Wanderlei Silva,Decision (unanimous),5,5:00, Ortiz became the new UFC Light Heavyweight Champion.,Main Card,https://en.wikipedia.org/wiki/Tito_Ortiz,https://en.wikipedia.org/wiki/Wanderlei_Silva,https://en.wikipedia.org/wiki/UFC_25,1,Unanimous Decision,Main Event,Tito Ortiz,Wanderlei Silva,,
Middleweight,Murilo Bustamante,def,Yoji Anjo,Submission (arm-triangle choke),2,0:31,,Main Card,https://en.wikipedia.org/wiki/Murilo_Bustamante,https://en.wikipedia.org/wiki/Yoji_Anjo,https://en.wikipedia.org/wiki/UFC_25,2,Sub,Main Event,Murilo Bustamante,Yoji Anjo,,
Middleweight,Sanae Kikuta,def,Eugene Jackson,Submission (armbar),1,4:38,,Main Card,https://en.wikipedia.org/wiki/Sanae_Kikuta,,https://en.wikipedia.org/wiki/UFC_25,3,Sub,Main Event,Sanae Kikuta,Eugene Jackson,,
Heavyweight,Ron Waterman,def,Satoshi Honma,Decision (unanimous),3,5:00,,Main Card,https://en.wikipedia.org/wiki/Ron_Waterman,https://en.wikipedia.org/wiki/Satoshi_Honma,https://en.wikipedia.org/wiki/UFC_25,4,Unanimous Decision,Main Event,Ron Waterman,Satoshi Honma,,
Middleweight,Ikuhisa Minowa,def,Joe Slick,TKO (referee stoppage due to cut),3,2:02,,Preliminary Card,https://en.wikipedia.org/wiki/Ikuhisa_Minowa,https://en.wikipedia.org/wiki/Joe_Slick,https://en.wikipedia.org/wiki/UFC_25,5,KO,Prelim,Ikuhisa Minowa,Joe Slick,,
Lightweight,LaVerne Clark,def,Koji Oishi,Decision (majority),3,5:00,,Preliminary Card,https://en.wikipedia.org/wiki/LaVerne_Clark,,https://en.wikipedia.org/wiki/UFC_25,6,Unanimous Decision,Prelim,LaVerne Clark,Koji Oishi,,
Heavyweight,Tedd Williams,def,Steve Judson,TKO (punches),1,3:23,,Main Card,https://en.wikipedia.org/wiki/Tedd_Williams,,https://en.wikipedia.org/wiki/UFC_24,1,KO,Main Event,Tedd Williams,Steve Judson,,
Middleweight,Lance Gibson,def,Jermaine Andre,KO (knee),3,3:35,,Main Card,https://en.wikipedia.org/wiki/Lance_Gibson,,https://en.wikipedia.org/wiki/UFC_24,2,KO,Main Event,Lance Gibson,Jermaine Andre,,
Lightweight,Dave Menne,def,Fabiano Iha,Decision (unanimous),3,5:00,,Main Card,https://en.wikipedia.org/wiki/Dave_Menne,https://en.wikipedia.org/wiki/Fabiano_Iha,https://en.wikipedia.org/wiki/UFC_24,3,Unanimous Decision,Main Event,Dave Menne,Fabiano Iha,,
Lightweight,Bob Cook,def,Tiki Ghosn,Submission (rear-naked choke),2,1:29,,Main Card,,https://en.wikipedia.org/wiki/Tiki_Ghosn,https://en.wikipedia.org/wiki/UFC_24,4,Sub,Main Event,Bob Cook,Tiki Ghosn,,
Lightweight,Jens Pulver,def,David Velasquez,TKO (punches),2,2:41,,Main Card,https://en.wikipedia.org/wiki/Jens_Pulver,,https://en.wikipedia.org/wiki/UFC_24,5,KO,Main Event,Jens Pulver,David Velasquez,,
Heavyweight,Scott Adams,def,Ian Freeman,Submission (achilles lock),1,3:09,,Preliminary Card,,https://en.wikipedia.org/wiki/Ian_Freeman,https://en.wikipedia.org/wiki/UFC_24,6,Sub,Prelim,Scott Adams,Ian Freeman,,
Lightweight,Shonie Carter,def,Brad Gumm,Decision (unanimous),2,5:00,,Preliminary Card,https://en.wikipedia.org/wiki/Shonie_Carter,,https://en.wikipedia.org/wiki/UFC_24,7,Unanimous Decision,Prelim,Shonie Carter,Brad Gumm,,
Heavyweight,Kevin Randleman,def,Pete Williams,Unanimous decision,5,5:00, Randleman defeated Williams to claim the vacant UFC Heavyweight Championship.,Main Card,https://en.wikipedia.org/wiki/Kevin_Randleman,https://en.wikipedia.org/wiki/Pete_Williams_(mixed_martial_artist),https://en.wikipedia.org/wiki/UFC_23,1,Unanimous Decision,Main Event,Kevin Randleman,Pete Williams,,
Heavyweight,Pedro Rizzo,def,Tsuyoshi Kosaka,TKO (referee stoppage due to strikes),3,1:17,,Main Card,https://en.wikipedia.org/wiki/Pedro_Rizzo,https://en.wikipedia.org/wiki/Tsuyoshi_Kosaka,https://en.wikipedia.org/wiki/UFC_23,2,KO,Main Event,Pedro Rizzo,Tsuyoshi Kosaka,,
Middleweight,Joe Slick,def,Jason DeLucia,TKO (verbal submission due to knee injury),1,1:28,,Main Card,https://en.wikipedia.org/wiki/Joe_Slick,https://en.wikipedia.org/wiki/Jason_DeLucia,https://en.wikipedia.org/wiki/UFC_23,3,KO,Main Event,Joe Slick,Jason DeLucia,,
Middleweight,Eugene Jackson,def,Keiichiro Yamamiya,KO (punch),3,3:12,,Main Card,,https://en.wikipedia.org/wiki/Keiichiro_Yamamiya,https://en.wikipedia.org/wiki/UFC_23,4,KO,Main Event,Eugene Jackson,Keiichiro Yamamiya,,
Middleweight,Kenichi Yamamoto,def,Katsuhisa Fujii,Submission (kneebar),2,4:15,,UFC Japan Middleweight Tournament Finals,https://en.wikipedia.org/wiki/Kenichi_Yamamoto_(fighter),https://en.wikipedia.org/wiki/Katsuhisa_Fujii,https://en.wikipedia.org/wiki/UFC_23,5,Sub,,Kenichi Yamamoto,Katsuhisa Fujii,,
Middleweight,Katsuhisa Fujii,def,Masutatsu Yano,TKO (referee stoppage due to strikes),2,3:14,,UFC Japan Middleweight Tournament Semifinals,https://en.wikipedia.org/wiki/Katsuhisa_Fujii,,https://en.wikipedia.org/wiki/UFC_23,6,KO,,Katsuhisa Fujii,Masutatsu Yano,,
Middleweight,Kenichi Yamamoto,def,Daiju Takase,Unanimous decision,3,5:00,,UFC Japan Middleweight Tournament Semifinals,https://en.wikipedia.org/wiki/Kenichi_Yamamoto_(fighter),https://en.wikipedia.org/wiki/Daiju_Takase,https://en.wikipedia.org/wiki/UFC_23,7,Unanimous Decision,,Kenichi Yamamoto,Daiju Takase,,
Middleweight,Frank Shamrock (c),def,Tito Ortiz,Submission (punches),4,4:42, Shamrock defeated Ortiz to retain the Light Heavyweight Championship.,Main Card,https://en.wikipedia.org/wiki/Frank_Shamrock,https://en.wikipedia.org/wiki/Tito_Ortiz,https://en.wikipedia.org/wiki/UFC_22,1,Sub,Main Event,Frank Shamrock,Tito Ortiz,Frank Shamrock,
Lightweight,Jens Pulver,vs,Alfonso Alcarez,Draw,3,5:00," Initially ruled a unanimous decision for Pulver, the decision was later overturned to a draw. This bout was not televised.",Main Card,https://en.wikipedia.org/wiki/Jens_Pulver,,https://en.wikipedia.org/wiki/UFC_22,2,,Main Event,Jens Pulver,Alfonso Alcarez,,
Heavyweight,Brad Kohler,def,Steve Judson,KO (punch),1,0:30,,Main Card,https://en.wikipedia.org/wiki/Brad_Kohler,,https://en.wikipedia.org/wiki/UFC_22,3,KO,Main Event,Brad Kohler,Steve Judson,,
Heavyweight,Tim Lajcik,vs,Ron Waterman,Draw,3,5:00, The bout was ruled a draw after three five-minute rounds.,Main Card,https://en.wikipedia.org/wiki/Tim_Lajcik,https://en.wikipedia.org/wiki/Ron_Waterman,https://en.wikipedia.org/wiki/UFC_22,4,,Main Event,Tim Lajcik,Ron Waterman,,
Lightweight,John Lewis,def,Lowell Anderson,TKO (corner stoppage),3,0:13,,Main Card,,,https://en.wikipedia.org/wiki/UFC_22,5,KO,Main Event,John Lewis,Lowell Anderson,,
Lightweight,Matt Hughes,def,Valeri Ignatov,Decision (unanimous),3,5:00, Welterweight division did not exist yet.,Main Card,https://en.wikipedia.org/wiki/Matt_Hughes_(fighter),,https://en.wikipedia.org/wiki/UFC_22,6,Unanimous Decision,Main Event,Matt Hughes,Valeri Ignatov,,
Heavyweight,Jeremy Horn,def,Jason Godsey,Submission (armlock),1,2:08,,Main Card,https://en.wikipedia.org/wiki/Jeremy_Horn,,https://en.wikipedia.org/wiki/UFC_22,7,Sub,Main Event,Jeremy Horn,Jason Godsey,,
Middleweight,Chuck Liddell,def,Paul Jones,TKO (cut),1,3:53,,Main Card,https://en.wikipedia.org/wiki/Chuck_Liddell,https://en.wikipedia.org/wiki/Paul_Jones_(mixed_martial_artist),https://en.wikipedia.org/wiki/UFC_22,8,KO,Main Event,Chuck Liddell,Paul Jones,,
Heavyweight,Maurice Smith,def,Marco Ruas,TKO (corner stoppage),1,5:00,,Main Card,https://en.wikipedia.org/wiki/Maurice_Smith_(kickboxer),https://en.wikipedia.org/wiki/Marco_Ruas,https://en.wikipedia.org/wiki/UFC_21,1,KO,Main Event,Maurice Smith,Marco Ruas,,
Lightweight,Pat Miletich (c),def,Andre Pederneiras,TKO (doctor stoppage),2,2:20,Miletich defended the UFC Welterweight Championship.,Main Card,https://en.wikipedia.org/wiki/Pat_Miletich,https://en.wikipedia.org/wiki/Andre_Pederneiras,https://en.wikipedia.org/wiki/UFC_21,2,KO,Main Event,Pat Miletich,Andre Pederneiras,Pat Miletich,
Middleweight,Jeremy Horn,def,Daiju Takase,TKO (punches),1,4:41,,Main Card,https://en.wikipedia.org/wiki/Jeremy_Horn,https://en.wikipedia.org/wiki/Daiju_Takase,https://en.wikipedia.org/wiki/UFC_21,3,KO,Main Event,Jeremy Horn,Daiju Takase,,
Middleweight,Paul Jones,def,Flavio Luiz Moura,Submission (rear-naked choke),1,4:20,,Main Card,https://en.wikipedia.org/wiki/Paul_Jones_(mixed_martial_artist),,https://en.wikipedia.org/wiki/UFC_21,4,Sub,Main Event,Paul Jones,Flavio Luiz Moura,,
Heavyweight,Tsuyoshi Kosaka,def,Tim Lajcik,TKO (corner stoppage),2,5:00,,Main Card,https://en.wikipedia.org/wiki/Tsuyoshi_Kosaka,https://en.wikipedia.org/wiki/Tim_Lajcik,https://en.wikipedia.org/wiki/UFC_21,5,KO,Main Event,Tsuyoshi Kosaka,Tim Lajcik,,
Middleweight,Eugene Jackson,def,Royce Alger,KO (punch),2,1:19,,Main Card,,https://en.wikipedia.org/wiki/Royce_Alger,https://en.wikipedia.org/wiki/UFC_21,6,KO,Main Event,Eugene Jackson,Royce Alger,,
Heavyweight,Andre Roberts,def,Ron Waterman,KO (punch),1,2:51,,Alternate Bouts,https://en.wikipedia.org/wiki/Andre_Roberts_(mixed_martial_artist),https://en.wikipedia.org/wiki/Ron_Waterman,https://en.wikipedia.org/wiki/UFC_21,7,KO,,Andre Roberts,Ron Waterman,,
Heavyweight,Travis Fulton,def,David Dodd,Decision (unanimous),2,5:00,,Alternate Bouts,https://en.wikipedia.org/wiki/Travis_Fulton,,https://en.wikipedia.org/wiki/UFC_21,8,Unanimous Decision,,Travis Fulton,David Dodd,,
Heavyweight,Bas Rutten,def,Kevin Randleman,Decision (split),,21:00, Rutten defeated Randleman to become the new UFC Heavyweight Champion.,Main Card,https://en.wikipedia.org/wiki/Bas_Rutten,https://en.wikipedia.org/wiki/Kevin_Randleman,https://en.wikipedia.org/wiki/UFC_20,1,Split Decision,Main Event,Bas Rutten,Kevin Randleman,,
Heavyweight,Pedro Rizzo,def,Tra Telligman,KO (punch),,4:30,,Main Card,https://en.wikipedia.org/wiki/Pedro_Rizzo,https://en.wikipedia.org/wiki/Tra_Telligman,https://en.wikipedia.org/wiki/UFC_20,2,KO,Main Event,Pedro Rizzo,Tra Telligman,,
Heavyweight,Pete Williams,def,Travis Fulton,Submission (armlock),,6:28,,Main Card,https://en.wikipedia.org/wiki/Pete_Williams_(mixed_martial_artist),https://en.wikipedia.org/wiki/Travis_Fulton,https://en.wikipedia.org/wiki/UFC_20,3,Sub,Main Event,Pete Williams,Travis Fulton,,
Middleweight,Wanderlei Silva,def,Tony Petarra,KO (knee),,2:53,,Main Card,https://en.wikipedia.org/wiki/Wanderlei_Silva,,https://en.wikipedia.org/wiki/UFC_20,4,KO,Main Event,Wanderlei Silva,Tony Petarra,,
Lightweight,Marcelo Mello,def,Dave Roberts,TKO (punches),,1:23,,Main Card,,,https://en.wikipedia.org/wiki/UFC_20,5,KO,Main Event,Marcelo Mello,Dave Roberts,,
Lightweight,LaVerne Clark,def,Fabiano Iha,TKO (doctor stoppage),,1:33,,Main Card,https://en.wikipedia.org/wiki/LaVerne_Clark,https://en.wikipedia.org/wiki/Fabiano_Iha,https://en.wikipedia.org/wiki/UFC_20,6,KO,Main Event,LaVerne Clark,Fabiano Iha,,
Heavyweight,Ron Waterman,def,Chris Condo,TKO (punches),,0:28,,Preliminary Card,https://en.wikipedia.org/wiki/Ron_Waterman,,https://en.wikipedia.org/wiki/UFC_20,7,KO,Prelim,Ron Waterman,Chris Condo,,
Middleweight,Tito Ortiz,def,Guy Mezger,TKO (punches),,9:55,,Main Card,https://en.wikipedia.org/wiki/Tito_Ortiz,https://en.wikipedia.org/wiki/Guy_Mezger,https://en.wikipedia.org/wiki/UFC_19,1,KO,Main Event,Tito Ortiz,Guy Mezger,,
Heavyweight,Gary Goodridge,def,Andre Roberts,TKO (submission to punches),,0:42,,Main Card,https://en.wikipedia.org/wiki/Gary_Goodridge,https://en.wikipedia.org/wiki/Andre_Roberts_(Mixed_martial_artist),https://en.wikipedia.org/wiki/UFC_19,2,KO,Main Event,Gary Goodridge,Andre Roberts,,
Middleweight,Jeremy Horn,def,Chuck Liddell,Technical Submission (inverted arm-triangle choke),,12:00,,Main Card,https://en.wikipedia.org/wiki/Jeremy_Horn,https://en.wikipedia.org/wiki/Chuck_Liddell,https://en.wikipedia.org/wiki/UFC_19,3,Sub,Main Event,Jeremy Horn,Chuck Liddell,,
Heavyweight,Kevin Randleman,def,Maurice Smith,Decision (unanimous),,15:00,,Main Card,https://en.wikipedia.org/wiki/Kevin_Randleman,https://en.wikipedia.org/wiki/Maurice_Smith_(kickboxer),https://en.wikipedia.org/wiki/UFC_19,4,Unanimous Decision,Main Event,Kevin Randleman,Maurice Smith,,
