#,Event,Date,Venue,Location,Attendance,url,fight_odds_url
206,The Ultimate Fighter: Live Finale,2012-06-01,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,628",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Live#The_Ultimate_Fighter_15_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-15-finale-524
205,UFC 146: dos Santos vs. Mir,2012-05-26,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,674",https://en.wikipedia.org/wiki/UFC_146,https://www.bestfightodds.com/events/ufc-146-dos-santos-vs-mir-502
204,UFC on Fuel TV: The Korean Zombie vs. Poirier,2012-05-15,Patriot Center,"Fairfax, Virginia, U.S.","6,668",https://en.wikipedia.org/wiki/2012_in_UFC#UFC_on_Fuel_TV:_The_Korean_Zombie_vs._Poirier,https://www.bestfightodds.com/events/ufc-on-fuel-tv-3-korean-zombie-vs-poirier-499
203,UFC on Fox: Diaz vs. Miller,2012-05-05,IZOD Center,"East Rutherford, New Jersey, U.S.","10,788",https://en.wikipedia.org/wiki/UFC_on_Fox:_Diaz_vs._Miller,https://www.bestfightodds.com/events/ufc-on-fox-3-diaz-vs-miller-496
202,UFC 145: Jones vs. Evans,2012-04-21,Philips Arena,"Atlanta, Georgia, U.S.","15,545",https://en.wikipedia.org/wiki/UFC_145,https://www.bestfightodds.com/events/ufc-145-jones-vs-evans-490
201,UFC on Fuel TV: Gustafsson vs. Silva,2012-04-14,Ericsson Globe Arena,"Stockholm, Sweden","15,428",https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Gustafsson_vs._Silva,https://www.bestfightodds.com/events/ufc-on-fuel-tv-2-gustafsson-vs-silva-493
200,UFC on FX: Alves vs. Kampmann,2012-03-03,Allphones Arena,"Sydney, Australia","14,537",https://en.wikipedia.org/wiki/UFC_on_FX:_Alves_vs._Kampmann,https://www.bestfightodds.com/events/ufc-on-fx-2-alves-vs-kampmann-487
199,UFC 144: Edgar vs. Henderson,2012-02-26,Saitama Super Arena,"Saitama, Japan","21,000",https://en.wikipedia.org/wiki/UFC_144,https://www.bestfightodds.com/events/ufc-144-edgar-vs-henderson-477
198,UFC on Fuel TV: Sanchez vs. Ellenberger,2012-02-15,Omaha Civic Auditorium,"Omaha, Nebraska, U.S.","6,283",https://en.wikipedia.org/wiki/UFC_on_Fuel_TV:_Sanchez_vs._Ellenberger,https://www.bestfightodds.com/events/ufc-on-fuel-tv-1-ellenberger-vs-sanchez-485
197,UFC 143: Diaz vs. Condit,2012-02-04,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","9,015",https://en.wikipedia.org/wiki/UFC_143,https://www.bestfightodds.com/events/ufc-143-condit-vs-diaz-478
196,UFC on Fox: Evans vs. Davis,2012-01-28,United Center,"Chicago, Illinois, U.S.","16,963",https://en.wikipedia.org/wiki/UFC_on_Fox:_Evans_vs._Davis,https://www.bestfightodds.com/events/ufc-on-fox-2-482
195,UFC on FX: Guillard vs. Miller,2012-01-20,Bridgestone Arena,"Nashville, Tennessee, U.S.","7,728",https://en.wikipedia.org/wiki/UFC_on_FX:_Guillard_vs._Miller,https://www.bestfightodds.com/events/ufc-on-fx-1-guillard-vs-miller-479
194,UFC 142: Aldo vs. Mendes,2012-01-14,HSBC Arena,"Rio de Janeiro, Brazil","10,605",https://en.wikipedia.org/wiki/UFC_142,https://www.bestfightodds.com/events/ufc-142-aldo-vs-mendes-474
193,UFC 141: Lesnar vs. Overeem,2011-12-30,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,793",https://en.wikipedia.org/wiki/UFC_141,https://www.bestfightodds.com/events/ufc-141-lesnar-vs-overeem-452
192,UFC 140: Jones vs. Machida,2011-12-10,Air Canada Centre,"Toronto, Ontario, Canada","18,303",https://en.wikipedia.org/wiki/UFC_140,https://www.bestfightodds.com/events/ufc-140-jones-vs-machida-451
191,The Ultimate Fighter: Team Bisping vs. Team Miller Finale,2011-12-03,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,909",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Bisping_vs._Team_Miller_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-14-finale-469
190,UFC 139: Shogun vs. Henderson,2011-11-19,HP Pavilion,"San Jose, California, U.S.","13,832",https://en.wikipedia.org/wiki/UFC_139,https://www.bestfightodds.com/events/ufc-139-shogun-vs-henderson-424
189,UFC on Fox: Velasquez vs. dos Santos,2011-11-12,Honda Center,"Anaheim, California, U.S.","11,607",https://en.wikipedia.org/wiki/UFC_on_Fox:_Velasquez_vs._dos_Santos,https://www.bestfightodds.com/events/ufc-on-fox-1-velasquez-vs-dos-santos-442
188,UFC 138: Leben vs. Muñoz,2011-11-05,LG Arena,"Birmingham, England, U.K.","10,823",https://en.wikipedia.org/wiki/UFC_138,https://www.bestfightodds.com/events/ufc-138-leben-vs-munoz-430
187,UFC 137: Penn vs. Diaz,2011-10-29,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,313",https://en.wikipedia.org/wiki/UFC_137,https://www.bestfightodds.com/events/ufc-137-penn-vs-diaz-410
186,UFC 136: Edgar vs. Maynard III,2011-10-08,Toyota Center,"Houston, Texas, U.S.","16,164",https://en.wikipedia.org/wiki/UFC_136,https://www.bestfightodds.com/events/ufc-136-edgar-vs-maynard-3-423
185,UFC Live: Cruz vs. Johnson,2011-10-01,Verizon Center,"Washington, D.C., U.S.","9,380",https://en.wikipedia.org/wiki/UFC_Live:_Cruz_vs._Johnson,https://www.bestfightodds.com/events/ufc-on-versus-6-cruz-vs-johnson-429
184,UFC 135: Jones vs. Rampage,2011-09-24,Pepsi Center,"Denver, Colorado, U.S.","16,344",https://en.wikipedia.org/wiki/UFC_135,https://www.bestfightodds.com/events/ufc-135-jones-vs-rampage-417
183,UFC Fight Night: Shields vs. Ellenberger,2011-09-17,Ernest N. Morial Convention Center,"New Orleans, Louisiana, U.S.","7,112",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Shields_vs._Ellenberger,https://www.bestfightodds.com/events/ufc-fight-night-25-battle-on-the-bayou-406
182,UFC 134: Silva vs. Okami,2011-08-27,HSBC Arena,"Rio de Janeiro, Brazil","14,000",https://en.wikipedia.org/wiki/UFC_134,https://www.bestfightodds.com/events/ufc-134-silva-vs-okami-389
181,UFC Live: Hardy vs. Lytle,2011-08-14,Bradley Center,"Milwaukee, Wisconsin, U.S.","6,751",https://en.wikipedia.org/wiki/UFC_Live:_Hardy_vs._Lytle,https://www.bestfightodds.com/events/ufc-on-versus-5-hardy-vs-lytle-399
180,UFC 133: Evans vs. Ortiz,2011-08-06,Wells Fargo Center,"Philadelphia, Pennsylvania, U.S.","11,583",https://en.wikipedia.org/wiki/UFC_133,https://www.bestfightodds.com/events/ufc-133-evans-vs-ortiz-2-390
179,UFC 132: Cruz vs. Faber,2011-07-02,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,109",https://en.wikipedia.org/wiki/UFC_132,https://www.bestfightodds.com/events/ufc-132-cruz-vs-faber-381
178,UFC Live: Kongo vs. Barry,2011-06-26,Consol Energy Center,"Pittsburgh, Pennsylvania, U.S.","7,792",https://en.wikipedia.org/wiki/UFC_Live:_Kongo_vs._Barry,https://www.bestfightodds.com/events/ufc-on-versus-4-379
177,UFC 131: dos Santos vs. Carwin,2011-06-11,Rogers Arena,"Vancouver, British Columbia, Canada","14,685",https://en.wikipedia.org/wiki/UFC_131,https://www.bestfightodds.com/events/ufc-131-carwin-vs-dos-santos-358
176,The Ultimate Fighter: Team Lesnar vs. Team dos Santos Finale,2011-06-04,Palms Casino Resort,"Las Vegas, Nevada, U.S.","2,053",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Lesnar_vs._Team_dos_Santos_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-13-finale-362
175,UFC 130: Rampage vs. Hamill,2011-05-28,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,753",https://en.wikipedia.org/wiki/UFC_130,https://www.bestfightodds.com/events/ufc-130-rampage-vs-hamill-357
174,UFC 129: St-Pierre vs. Shields,2011-04-30,Rogers Centre,"Toronto, Ontario, Canada","55,724",https://en.wikipedia.org/wiki/UFC_129,https://www.bestfightodds.com/events/ufc-129-st-pierre-vs-shields-352
173,UFC Fight Night: Nogueira vs. Davis,2011-03-26,KeyArena,"Seattle, Washington, U.S.","13,741",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Nogueira_vs._Davis,https://www.bestfightodds.com/events/ufc-fight-night-24-nogueira-vs-davis-354
172,UFC 128: Shogun vs. Jones,2011-03-19,Prudential Center,"Newark, New Jersey, U.S.","12,619",https://en.wikipedia.org/wiki/UFC_128,https://www.bestfightodds.com/events/ufc-128-shogun-vs-jones-346
171,UFC Live: Sanchez vs. Kampmann,2011-03-03,KFC Yum! Center,"Louisville, Kentucky, U.S.","8,319",https://en.wikipedia.org/wiki/UFC_Live:_Sanchez_vs._Kampmann,https://www.bestfightodds.com/events/ufc-on-versus-3-sanchez-vs-kampmann-351
170,UFC 127: Penn vs. Fitch,2011-02-27,Acer Arena,"Sydney, Australia","18,186",https://en.wikipedia.org/wiki/UFC_127,https://www.bestfightodds.com/events/ufc-127-penn-vs-fitch-344
169,UFC 126: Silva vs. Belfort,2011-02-05,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,893",https://en.wikipedia.org/wiki/UFC_126,https://www.bestfightodds.com/events/ufc-126-silva-vs-belfort-338
168,UFC: Fight for the Troops 2,2011-01-22,Fort Hood,"Fort Hood, Texas, U.S.","3,200",https://en.wikipedia.org/wiki/UFC:_Fight_for_the_Troops_2,https://www.bestfightodds.com/events/ufc-fight-night-23-fight-for-the-troops-ii-342
167,UFC 125: Resolution,2011-01-01,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,874",https://en.wikipedia.org/wiki/UFC_125,https://www.bestfightodds.com/events/ufc-125-resolution-332
166,UFC 124: St-Pierre vs. Koscheck 2,2010-12-11,Bell Centre,"Montreal, Quebec, Canada","23,152",https://en.wikipedia.org/wiki/UFC_124,https://www.bestfightodds.com/events/ufc-124-st-pierre-vs-koscheck-ii-313
165,The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,2010-12-04,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,903",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_GSP_vs._Team_Koscheck_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-12-finale-330
164,UFC 123: Rampage vs. Machida,2010-11-20,The Palace of Auburn Hills,"Auburn Hills, Michigan, U.S.","16,404",https://en.wikipedia.org/wiki/UFC_123,https://www.bestfightodds.com/events/ufc-123-rampage-vs-machida-317
163,UFC 122: Marquardt vs. Okami,2010-11-13,König Pilsener Arena,"Oberhausen, Germany","8,421",https://en.wikipedia.org/wiki/UFC_122,https://www.bestfightodds.com/events/ufc-122-marquardt-vs-okami-323
162,UFC 121: Lesnar vs. Velasquez,2010-10-23,Honda Center,"Anaheim, California, U.S.","14,856",https://en.wikipedia.org/wiki/UFC_121,https://www.bestfightodds.com/events/ufc-121-lesnar-vs-velasquez-308
161,UFC 120: Bisping vs. Akiyama,2010-10-16,The O2 arena,"London, England, U.K.","17,133",https://en.wikipedia.org/wiki/UFC_120,https://www.bestfightodds.com/events/ufc-120-bisping-vs-akiyama-294
160,UFC 119: Mir vs. Cro Cop,2010-09-25,Conseco Fieldhouse,"Indianapolis, Indiana, U.S.","15,811",https://en.wikipedia.org/wiki/UFC_119,https://www.bestfightodds.com/search?query=UFC%20119%3A%20Mir%20vs.%20Cro%20Cop
159,UFC Fight Night: Marquardt vs. Palhares,2010-09-15,Frank Erwin Center,"Austin, Texas, U.S.","7,724",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Marquardt_vs._Palhares,https://www.bestfightodds.com/events/ufc-fight-night-22-marquardt-vs-palhares-295
158,UFC 118: Edgar vs. Penn 2,2010-08-28,TD Garden,"Boston, Massachusetts, U.S.","14,168",https://en.wikipedia.org/wiki/UFC_118,https://www.bestfightodds.com/events/ufc-118-edgar-vs-penn-2-278
157,UFC 117: Silva vs. Sonnen,2010-08-07,Oracle Arena,"Oakland, California, U.S.","12,971",https://en.wikipedia.org/wiki/UFC_117,https://www.bestfightodds.com/events/ufc-117-silva-vs-sonnen-276
156,UFC Live: Jones vs. Matyushenko,2010-08-01,San Diego Sports Arena,"San Diego, California, U.S.","8,132",https://en.wikipedia.org/wiki/UFC_Live:_Jones_vs._Matyushenko,https://www.bestfightodds.com/events/ufc-on-versus-2-281
155,UFC 116: Lesnar vs. Carwin,2010-07-03,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,740",https://en.wikipedia.org/wiki/UFC_116,https://www.bestfightodds.com/events/ufc-116-lesnar-vs-carwin-265
154,The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,2010-06-19,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,708",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Liddell_vs._Team_Ortiz_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-11-finale-262
153,UFC 115: Liddell vs. Franklin,2010-06-12,General Motors Place,"Vancouver, British Columbia, Canada","17,669",https://en.wikipedia.org/wiki/UFC_115,https://www.bestfightodds.com/events/ufc-115-liddell-vs-franklin-255
152,UFC 114: Rampage vs. Evans,2010-05-29,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,996",https://en.wikipedia.org/wiki/UFC_114,https://www.bestfightodds.com/events/ufc-114-jackson-vs-evans-256
151,UFC 113: Machida vs. Shogun 2,2010-05-08,Bell Centre,"Montreal, Quebec, Canada","17,647",https://en.wikipedia.org/wiki/UFC_113,https://www.bestfightodds.com/events/ufc-113-machida-vs-shogun-ii-247
150,UFC 112: Invincible,2010-04-10,Yas Island,"Abu Dhabi, United Arab Emirates","11,008",https://en.wikipedia.org/wiki/UFC_112,https://www.bestfightodds.com/search?query=UFC%20112%3A%20Invincible
149,UFC Fight Night: Florian vs. Gomi,2010-03-31,Bojangles Coliseum,"Charlotte, North Carolina, U.S.","7,700",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Gomi,https://www.bestfightodds.com/events/ufc-fight-night-21-florian-vs-gomi-246
148,UFC 111: St-Pierre vs. Hardy,2010-03-27,Prudential Center,"Newark, New Jersey, U.S.","17,000",https://en.wikipedia.org/wiki/UFC_111,https://www.bestfightodds.com/events/ufc-111-st-pierre-vs-hardy-236
147,UFC Live: Vera vs. Jones,2010-03-21,1stBank Center,"Broomfield, Colorado, U.S.","6,443",https://en.wikipedia.org/wiki/UFC_Live:_Vera_vs._Jones,https://www.bestfightodds.com/events/ufc-on-versus-1-vera-vs-jones-242
146,UFC 110: Nogueira vs. Velasquez,2010-02-21,Acer Arena,"Sydney, Australia","17,831",https://en.wikipedia.org/wiki/UFC_110,https://www.bestfightodds.com/events/ufc-110-nogueira-vs-velasquez-225
145,UFC 109: Relentless,2010-02-06,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,753",https://en.wikipedia.org/wiki/UFC_109,https://www.bestfightodds.com/search?query=UFC%20109%3A%20Relentless
144,UFC Fight Night: Maynard vs. Diaz,2010-01-11,Patriot Center,"Fairfax, Virginia, U.S.","8,078",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Maynard_vs._Diaz,https://www.bestfightodds.com/events/ufc-fight-night-20-maynard-vs-diaz-224
143,UFC 108: Evans vs. Silva,2010-01-02,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","13,529",https://en.wikipedia.org/wiki/UFC_108,https://www.bestfightodds.com/events/ufc-108-evans-vs-silva-219
142,UFC 107: Penn vs. Sanchez,2009-12-12,FedExForum,"Memphis, Tennessee, U.S.","13,896",https://en.wikipedia.org/wiki/UFC_107,https://www.bestfightodds.com/events/ufc-107-penn-vs-sanchez-189
141,The Ultimate Fighter: Heavyweights Finale,2009-12-05,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,791",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Heavyweights_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-10-finale-210
140,UFC 106: Ortiz vs. Griffin 2,2009-11-21,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,529",https://en.wikipedia.org/wiki/UFC_106,https://www.bestfightodds.com/events/ufc-106-ortiz-vs-griffin-2-209
139,UFC 105: Couture vs. Vera,2009-11-14,Manchester Evening News Arena,"Manchester, England, U.K.","16,693",https://en.wikipedia.org/wiki/UFC_105,https://www.bestfightodds.com/events/ufc-105-couture-vs-vera-201
138,UFC 104: Machida vs. Shogun,2009-10-24,Staples Center,"Los Angeles, California, U.S.","14,892",https://en.wikipedia.org/wiki/UFC_104,https://www.bestfightodds.com/events/ufc-104-machida-vs-rua-185
137,UFC 103: Franklin vs. Belfort,2009-09-19,American Airlines Center,"Dallas, Texas, U.S.","17,428",https://en.wikipedia.org/wiki/UFC_103,https://www.bestfightodds.com/events/ufc-103-franklin-vs-belfort-168
136,UFC Fight Night: Diaz vs. Guillard,2009-09-16,Cox Convention Center,"Oklahoma City, Oklahoma, U.S.","9,490",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Diaz_vs._Guillard,https://www.bestfightodds.com/events/ufc-fight-night-19-148
135,UFC 102: Couture vs. Nogueira,2009-08-29,Rose Garden,"Portland, Oregon, U.S.","16,088",https://en.wikipedia.org/wiki/UFC_102,https://www.bestfightodds.com/events/ufc-102-couture-vs-nogueira-156
134,UFC 101: Declaration,2009-08-08,Wachovia Center,"Philadelphia, Pennsylvania, U.S.","17,411",https://en.wikipedia.org/wiki/UFC_101,https://www.bestfightodds.com/search?query=UFC%20101%3A%20Declaration
133,UFC 100,2009-07-11,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,871",https://en.wikipedia.org/wiki/UFC_100,https://www.bestfightodds.com/search?query=UFC%20100
132,The Ultimate Fighter: United States vs. United Kingdom Finale,2009-06-20,Palms Casino Resort,"Las Vegas, Nevada, U.S.","2,217",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_United_States_vs._United_Kingdom_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-9-finale-147
131,UFC 99: The Comeback,2009-06-13,Lanxess Arena,"Cologne, Germany","12,854",https://en.wikipedia.org/wiki/UFC_99,https://www.bestfightodds.com/search?query=UFC%2099%3A%20The%20Comeback
130,UFC 98: Evans vs. Machida,2009-05-23,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","12,606",https://en.wikipedia.org/wiki/UFC_98,https://www.bestfightodds.com/events/ufc-98-evans-vs-machida-132
129,UFC 97: Redemption,2009-04-18,Bell Centre,"Montreal, Quebec, Canada","21,451",https://en.wikipedia.org/wiki/UFC_97,https://www.bestfightodds.com/events/ufc-97-redemption-126
128,UFC Fight Night: Condit vs. Kampmann,2009-04-01,Sommet Center,"Nashville, Tennessee, U.S.","10,267",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Condit_vs._Kampmann,https://www.bestfightodds.com/events/ufc-fight-night-18-condit-vs-kampmann-129
127,UFC 96: Jackson vs. Jardine,2009-03-07,Nationwide Arena,"Columbus, Ohio, U.S.","17,033",https://en.wikipedia.org/wiki/UFC_96,https://www.bestfightodds.com/events/ufc-96-jackson-vs-jardine-125
126,UFC 95: Sanchez vs. Stevenson,2009-02-21,The O2 arena,"London, England, U.K.","13,268",https://en.wikipedia.org/wiki/UFC_95,https://www.bestfightodds.com/events/ufc-95-sanchez-vs-stevenson-121
125,UFC Fight Night: Lauzon vs. Stephens,2009-02-07,USF Sun Dome,"Tampa, Florida, U.S.","7,596",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Lauzon_vs._Stephens,https://www.bestfightodds.com/events/ufc-fight-night-17-lauzon-vs-stephens-123
124,UFC 94: St-Pierre vs. Penn 2,2009-01-31,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,885",https://en.wikipedia.org/wiki/UFC_94,https://www.bestfightodds.com/events/ufc-94-st-pierre-vs-penn-2-107
123,UFC 93: Franklin vs. Henderson,2009-01-17,The O2,"Dublin, Ireland","9,369",https://en.wikipedia.org/wiki/UFC_93,https://www.bestfightodds.com/events/ufc-93-franklin-vs-henderson-105
122,UFC 92: The Ultimate 2008,2008-12-27,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,166",https://en.wikipedia.org/wiki/UFC_92,https://www.bestfightodds.com/events/ufc-92-the-ultimate-2008-95
121,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,2008-12-13,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,853",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Nogueira_vs._Team_Mir_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-8-finale-120
120,UFC: Fight for the Troops,2008-12-10,Crown Coliseum,"Fayetteville, North Carolina, U.S.","8,500",https://en.wikipedia.org/wiki/UFC:_Fight_for_the_Troops,https://www.bestfightodds.com/events/ufc-fight-night-16-fight-for-the-troops-111
119,UFC 91: Couture vs. Lesnar,2008-11-15,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,272",https://en.wikipedia.org/wiki/UFC_91,https://www.bestfightodds.com/events/ufc-91-couture-vs-lesnar-98
118,UFC 90: Silva vs. Côté,2008-10-25,Allstate Arena,"Rosemont, Illinois, U.S.","15,359",https://en.wikipedia.org/wiki/UFC_90,https://www.bestfightodds.com/events/ufc-90-silva-vs-cote-92
117,UFC 89: Bisping vs. Leben,2008-10-18,National Indoor Arena,"Birmingham, England, U.K.","9,515",https://en.wikipedia.org/wiki/UFC_89,https://www.bestfightodds.com/events/ufc-89-bisping-vs-leben-86
116,UFC Fight Night: Diaz vs. Neer,2008-09-17,Omaha Civic Auditorium,"Omaha, Nebraska, U.S.","9,103",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Diaz_vs._Neer,https://www.bestfightodds.com/events/ufc-fight-night-15-diaz-vs-neer-84
115,UFC 88: Breakthrough,2008-09-06,Philips Arena,"Atlanta, Georgia, U.S.","14,736",https://en.wikipedia.org/wiki/UFC_88,https://www.bestfightodds.com/events/ufc-88-breakthrough-80
114,UFC 87: Seek and Destroy,2008-08-09,Target Center,"Minneapolis, Minnesota, U.S.","15,087",https://en.wikipedia.org/wiki/UFC_87,https://www.bestfightodds.com/search?query=UFC%2087%3A%20Seek%20and%20Destroy
113,UFC Fight Night: Silva vs. Irvin,2008-07-19,Palms Casino Resort,"Las Vegas, Nevada, U.S.","2,071",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Silva_vs._Irvin,https://www.bestfightodds.com/events/ufc-fight-night-14-silva-vs-irvin-83
112,UFC 86: Jackson vs. Griffin,2008-07-05,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,990",https://en.wikipedia.org/wiki/UFC_86,https://www.bestfightodds.com/events/ufc-86-jackson-vs-griffin-53
111,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,2008-06-21,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,853",https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Rampage_vs._Team_Forrest_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-7-finale-70
110,UFC 85: Bedlam,2008-06-07,The O2 arena,"London, England, U.K.","15,327",https://en.wikipedia.org/wiki/UFC_85,https://www.bestfightodds.com/search?query=UFC%2085%3A%20Bedlam
109,UFC 84: Ill Will,2008-05-24,MGM Grand Garden Arena,"Las Vegas, Nevada, U.S.","14,773",https://en.wikipedia.org/wiki/UFC_84,https://www.bestfightodds.com/search?query=UFC%2084%3A%20Ill%20Will
108,UFC 83: Serra vs. St-Pierre 2,2008-04-19,Bell Centre,"Montreal, Quebec, Canada","21,390",https://en.wikipedia.org/wiki/UFC_83,https://www.bestfightodds.com/events/ufc-83-serra-vs-st-pierre-2-40
107,UFC Fight Night: Florian vs. Lauzon,2008-04-02,Broomfield Event Center,"Broomfield, Colorado, U.S.","6,742",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Florian_vs._Lauzon,https://www.bestfightodds.com/events/ufc-fight-night-13-florian-vs-lauzon-44
106,UFC 82: Pride of a Champion,2008-03-01,Nationwide Arena,"Columbus, Ohio, U.S.","16,431",https://en.wikipedia.org/wiki/UFC_82,https://www.bestfightodds.com/events/ufc-82-pride-of-a-champion-30
105,UFC 81: Breaking Point,2008-02-02,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","10,583",https://en.wikipedia.org/wiki/UFC_81,https://www.bestfightodds.com/events/ufc-81-breaking-point-28
104,UFC Fight Night: Swick vs. Burkman,2008-01-23,Palms Casino Resort,"Las Vegas, Nevada, U.S.","1,900",https://en.wikipedia.org/wiki/UFC_Fight_Night:_Swick_vs._Burkman,https://www.bestfightodds.com/events/ufc-fight-night-12-swick-vs-burkman-36
103,UFC 80: Rapid Fire,2008-01-19,Metro Radio Arena,"Newcastle upon Tyne, England, U.K.","8,412",https://en.wikipedia.org/wiki/UFC_80,https://www.bestfightodds.com/events/ufc-80-rapid-fire-27
102,UFC 79: Nemesis,2007-12-29,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","11,075",https://en.wikipedia.org/wiki/UFC_79,https://www.bestfightodds.com/events/ufc-79-nemesis-22
101,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,2007-12-08,Palms Casino Resort,"Las Vegas, Nevada, U.S.",,https://en.wikipedia.org/wiki/The_Ultimate_Fighter:_Team_Hughes_vs._Team_Serra_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-6-finale-8
100,UFC 78: Validation,2007-11-17,Prudential Center,"Newark, New Jersey, U.S.","14,071",https://en.wikipedia.org/wiki/UFC_78,https://www.bestfightodds.com/events/ufc-78-validation-14
99,UFC 77: Hostile Territory,2007-10-20,U.S. Bank Arena,"Cincinnati, Ohio, U.S.","16,054",https://en.wikipedia.org/wiki/UFC_77,https://www.bestfightodds.com/events/ufc-77-hostile-territory-10
98,UFC 76: Knockout,2007-09-22,Honda Center,"Anaheim, California, U.S.","13,770",https://en.wikipedia.org/wiki/UFC_76,https://www.bestfightodds.com/search?query=UFC%2076%3A%20Knockout
97,UFC Fight Night: Thomas vs. Florian,2007-09-19,Palms Casino Resort,"Las Vegas, Nevada, U.S.",,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Thomas_vs._Florian,https://www.bestfightodds.com/events/ufc-fight-night-11-thomas-vs-florian-13
96,UFC 75: Champion vs. Champion,2007-09-08,The O2 arena,"London, England, U.K.","16,235",https://en.wikipedia.org/wiki/UFC_75,https://www.bestfightodds.com/events/ufc-75-champion-vs-champion-6
95,UFC 74: Respect,2007-08-25,Mandalay Bay Events Center,"Las Vegas, Nevada, U.S.","11,065",https://en.wikipedia.org/wiki/UFC_74,https://www.bestfightodds.com/search?query=UFC%2074%3A%20Respect
94,UFC 73: Stacked,2007-07-07,ARCO Arena,"Sacramento, California, U.S.","13,183",https://en.wikipedia.org/wiki/UFC_73,https://www.bestfightodds.com/search?query=UFC%2073%3A%20Stacked
93,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,2007-06-23,Palms Casino Resort,"Las Vegas, Nevada, U.S.",,https://en.wikipedia.org/wiki/The_Ultimate_Fighter_5_Finale,https://www.bestfightodds.com/events/ufc-the-ultimate-fighter-5-finale-3
92,UFC 72: Victory,2007-06-16,The Odyssey,"Belfast, Northern Ireland, U.K.","7,850",https://en.wikipedia.org/wiki/UFC_72,https://www.bestfightodds.com/events/ufc-72-victory-2
