Winner_Cleaned,Loser_Cleaned,wiki_url,fighter1,fighter2,bestfightodds_winner,bestfightodds_loser,WeightClass,Winner,Outcome,Loser,Method,Round,Time,Notes,Card,Winner_url,Loser_url,event_order,Method_Cleaned,Card_Cleaned,Champion,Interim_Champion,fight_odds_url,Card_Date,#,Event
Brok Weaver,Kazula Vargas,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Anderson_vs._B%C5%82achowicz_2,Brok Weaver,Kazula Vargas,Brok Weaver,Kazula Vargas,Lightweight,Brok Weaver,def,Kazula Vargas,DQ (illegal knee),1.0,4:02,,Main card (ESPN+),,,4,,Main Event,,,https://www.bestfightodds.com/events/ufc-on-espn-25-anderson-vs-blachowicz-2-1848,2020-02-15,509,UFC Fight Night: Anderson vs. Błachowicz 2
Ray Borg,Rogério Bontorin,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Anderson_vs._B%C5%82achowicz_2,Ray Borg,Rogerio Bontorin,Ray Borg,Rogerio Bontorin,Catchweight (128 lbs),Ray Borg,def,Rogério Bontorin,"Decision (unanimous) (30–27, 30–27, 30–25)",3.0,5:00,,Main card (ESPN+),https://en.wikipedia.org/wiki/Ray_Borg,https://en.wikipedia.org/wiki/Rog%C3%A9rio_Bontorin,5,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-on-espn-25-anderson-vs-blachowicz-2-1848,2020-02-15,509,UFC Fight Night: Anderson vs. Błachowicz 2
Lando Vannata,Yancy Medeiros,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Anderson_vs._B%C5%82achowicz_2,Lando Vannata,Yancy Medeiros,Lando Vannata,Yancy Medeiros,Lightweight,Lando Vannata,def,Yancy Medeiros,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Main card (ESPN+),https://en.wikipedia.org/wiki/Lando_Vannata,https://en.wikipedia.org/wiki/Yancy_Medeiros,6,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-on-espn-25-anderson-vs-blachowicz-2-1848,2020-02-15,509,UFC Fight Night: Anderson vs. Błachowicz 2
Daniel Rodriguez,Tim Means,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Anderson_vs._B%C5%82achowicz_2,Daniel Rodriguez,Tim Means,Daniel Rodriguez,Tim Means,Welterweight,Daniel Rodriguez,def,Tim Means,Submission (guillotine choke),2.0,3:37,,Preliminary card (ESPN+),,https://en.wikipedia.org/wiki/Tim_Means,7,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-25-anderson-vs-blachowicz-2-1848,2020-02-15,509,UFC Fight Night: Anderson vs. Błachowicz 2
John Dodson,Nathaniel Wood,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Anderson_vs._B%C5%82achowicz_2,John Dodson,Nathaniel Wood,John Dodson,Nathaniel Wood,Bantamweight,John Dodson,def,Nathaniel Wood,TKO (punches),3.0,0:16,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/John_Dodson_(fighter),https://en.wikipedia.org/wiki/Nathaniel_Wood_(fighter),8,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-25-anderson-vs-blachowicz-2-1848,2020-02-15,509,UFC Fight Night: Anderson vs. Błachowicz 2
Macy Chiasson,Shanna Young,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Anderson_vs._B%C5%82achowicz_2,Macy Chiasson,Shanna Young,Macy Chiasson,Shanna Young,Women's Bantamweight,Macy Chiasson,def,Shanna Young,"Decision (unanimous) (30–26, 30–26, 30–26)",3.0,5:00,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Macy_Chiasson,,12,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-25-anderson-vs-blachowicz-2-1848,2020-02-15,509,UFC Fight Night: Anderson vs. Błachowicz 2
Jan Błachowicz,Corey Anderson,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Anderson_vs._B%C5%82achowicz_2,Corey Anderson,Jan Blachowicz,Jan Blachowicz,Corey Anderson,Light Heavyweight,Jan Błachowicz,def,Corey Anderson,KO (punch),1.0,3:08,,Main card (ESPN+),https://en.wikipedia.org/wiki/Jan_B%C5%82achowicz,https://en.wikipedia.org/wiki/Corey_Anderson_(fighter),1,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-on-espn-25-anderson-vs-blachowicz-2-1848,2020-02-15,509,UFC Fight Night: Anderson vs. Błachowicz 2
Montana De La Rosa,Mara Romero Borella,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Anderson_vs._B%C5%82achowicz_2,Mara Romero Borella,Montana de La Rosa,Montana de La Rosa,Mara Romero Borella,Women's Flyweight,Montana De La Rosa,def,Mara Romero Borella,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Main card (ESPN+),https://en.wikipedia.org/wiki/Montana_De_La_Rosa,https://en.wikipedia.org/wiki/Mara_Romero_Borella,3,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-on-espn-25-anderson-vs-blachowicz-2-1848,2020-02-15,509,UFC Fight Night: Anderson vs. Błachowicz 2
Scott Holtzman,Jim Miller,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Anderson_vs._B%C5%82achowicz_2,Jim Miller,Scott Holtzman,Scott Holtzman,Jim Miller,Lightweight,Scott Holtzman,def,Jim Miller,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Scott_Holtzman,https://en.wikipedia.org/wiki/Jim_Miller_(fighter),9,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-25-anderson-vs-blachowicz-2-1848,2020-02-15,509,UFC Fight Night: Anderson vs. Błachowicz 2
Devin Clark,Dequan Townsend,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Anderson_vs._B%C5%82achowicz_2,Dequan Townsend,Devin Clark,Devin Clark,Dequan Townsend,Light Heavyweight,Devin Clark,def,Dequan Townsend,"Decision (unanimous) (30–27, 30–26, 30–26)",3.0,5:00,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Devin_Clark_(fighter),,10,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-25-anderson-vs-blachowicz-2-1848,2020-02-15,509,UFC Fight Night: Anderson vs. Błachowicz 2
Merab Dvalishvili,Casey Kenney,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Anderson_vs._B%C5%82achowicz_2,Casey Kenney,Merab Dvalishvili,Merab Dvalishvili,Casey Kenney,Bantamweight,Merab Dvalishvili,def,Casey Kenney,"Decision (unanimous) (30–27, 30–25, 29–28)",3.0,5:00,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Merab_Dvalishvili,https://en.wikipedia.org/wiki/Casey_Kenney,11,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-25-anderson-vs-blachowicz-2-1848,2020-02-15,509,UFC Fight Night: Anderson vs. Błachowicz 2
Raulian Paiva,Mark De La Rosa,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Anderson_vs._B%C5%82achowicz_2,Mark de La Rosa,Raulian Paiva,Raulian Paiva,Mark de La Rosa,Flyweight,Raulian Paiva,def,Mark De La Rosa,KO (punches),2.0,4:42,,Preliminary card (ESPN+),https://en.wikipedia.org/wiki/Raulian_Paiva,https://en.wikipedia.org/wiki/Mark_De_La_Rosa,13,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-25-anderson-vs-blachowicz-2-1848,2020-02-15,509,UFC Fight Night: Anderson vs. Błachowicz 2
Dan Ige,Mirsad Bektić,https://en.wikipedia.org/wiki/UFC_247,Dan Ige,Mirsad Bektic,Dan Ige,Mirsad Bektic,Featherweight,Dan Ige,def,Mirsad Bektić,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,,Main card,https://en.wikipedia.org/wiki/Dan_Ige,https://en.wikipedia.org/wiki/Mirsad_Bekti%C4%87,4,Split Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,2020-02-08,508,UFC 247: Jones vs. Reyes
Derrick Lewis,Ilir Latifi,https://en.wikipedia.org/wiki/UFC_247,Derrick Lewis,Ilir Latifi,Derrick Lewis,Ilir Latifi,Heavyweight,Derrick Lewis,def,Ilir Latifi,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,,Main card,https://en.wikipedia.org/wiki/Derrick_Lewis_(fighter),https://en.wikipedia.org/wiki/Ilir_Latifi,5,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,2020-02-08,508,UFC 247: Jones vs. Reyes
Mario Bautista,Miles Johns,https://en.wikipedia.org/wiki/UFC_247,Mario Bautista,Miles Johns,Mario Bautista,Miles Johns,Bantamweight,Mario Bautista,def,Miles Johns,TKO (flying knee and punches),2.0,1:41,,Preliminary Card (ESPN / ESPN+),https://en.wikipedia.org/wiki/Mario_Bautista,,9,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,2020-02-08,508,UFC 247: Jones vs. Reyes
Andre Ewell,Jonathan Martinez,https://en.wikipedia.org/wiki/UFC_247,Andre Ewell,Jonathan Martinez,Andre Ewell,Jonathan Martinez,Bantamweight,Andre Ewell,def,Jonathan Martinez,"Decision (split) (28–29, 29–28, 30–27)",3.0,5:00,,Early Preliminary Card (UFC Fight Pass / ESPN+),https://en.wikipedia.org/wiki/Andre_Ewell,https://en.wikipedia.org/wiki/Jonathan_Martinez_(fighter),11,Split Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,2020-02-08,508,UFC 247: Jones vs. Reyes
Jon Jones,Dominick Reyes,https://en.wikipedia.org/wiki/UFC_247,Dominick Reyes,Jon Jones,Jon Jones,Dominick Reyes,Light Heavyweight,Jon Jones (c),def,Dominick Reyes,"Decision (unanimous) (48–47, 48–47, 49–46)",5.0,5:00,For the UFC Light Heavyweight Championship.,Main card,https://en.wikipedia.org/wiki/Jon_Jones,https://en.wikipedia.org/wiki/Dominick_Reyes,1,Unanimous Decision,Main Event,Jon Jones,,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,2020-02-08,508,UFC 247: Jones vs. Reyes
Valentina Shevchenko,Katlyn Chookagian,https://en.wikipedia.org/wiki/UFC_247,Katlyn Chookagian,Valentina Shevchenko,Valentina Shevchenko,Katlyn Chookagian,Women’s Flyweight,Valentina Shevchenko (c),def,Katlyn Chookagian,TKO (elbows and punches),3.0,1:03,For the UFC Women's Flyweight Championship.,Main card,https://en.wikipedia.org/wiki/Valentina_Shevchenko_(fighter),https://en.wikipedia.org/wiki/Katlyn_Chookagian,2,KO,Main Event,Valentina Shevchenko,,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,2020-02-08,508,UFC 247: Jones vs. Reyes
Justin Tafa,Juan Adams,https://en.wikipedia.org/wiki/UFC_247,Juan Adams,Justin Tafa,Justin Tafa,Juan Adams,Heavyweight,Justin Tafa,def,Juan Adams,TKO (punches),1.0,1:59,,Main card,https://en.wikipedia.org/wiki/Justin_Tafa,https://en.wikipedia.org/wiki/Juan_Adams,3,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,2020-02-08,508,UFC 247: Jones vs. Reyes
Trevin Giles,James Krause,https://en.wikipedia.org/wiki/UFC_247,James Krause,Trevin Giles,Trevin Giles,James Krause,Middleweight,Trevin Giles,def,James Krause,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,,Preliminary Card (ESPN / ESPN+),https://en.wikipedia.org/wiki/Trevin_Giles,https://en.wikipedia.org/wiki/James_Krause_(fighter),6,Split Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,2020-02-08,508,UFC 247: Jones vs. Reyes
Lauren Murphy,Andrea Lee,https://en.wikipedia.org/wiki/UFC_247,Andrea Lee,Lauren Murphy,Lauren Murphy,Andrea Lee,Women's Flyweight,Lauren Murphy,def,Andrea Lee,"Decision (split) (28–29, 29–28, 30–27)",3.0,5:00,,Preliminary Card (ESPN / ESPN+),https://en.wikipedia.org/wiki/Lauren_Murphy,https://en.wikipedia.org/wiki/Andrea_Lee_(fighter),7,Split Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,2020-02-08,508,UFC 247: Jones vs. Reyes
Kalinn Williams,Alex Morono,https://en.wikipedia.org/wiki/UFC_247,Alex Morono,Kalinn Williams,Kalinn Williams,Alex Morono,Welterweight,Kalinn Williams,def,Alex Morono,KO (punches),1.0,0:27,,Preliminary Card (ESPN / ESPN+),,https://en.wikipedia.org/wiki/Alex_Morono,8,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,2020-02-08,508,UFC 247: Jones vs. Reyes
Journey Newson,Domingo Pilarte,https://en.wikipedia.org/wiki/UFC_247,Domingo Pilarte,Journey Newson,Journey Newson,Domingo Pilarte,Bantamweight,Journey Newson,vs,Domingo Pilarte,No Contest (overturned),1.0,0:38,Originally a TKO (punches) win for Newson; overturned after he tested positive for marijuana.,Early Preliminary Card (UFC Fight Pass / ESPN+),,,10,,Prelim,,,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,2020-02-08,508,UFC 247: Jones vs. Reyes
Youssef Zalal,Austin Lingo,https://en.wikipedia.org/wiki/UFC_247,Austin Lingo,Youssef Zalal,Youssef Zalal,Austin Lingo,Featherweight,Youssef Zalal,def,Austin Lingo,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Early Preliminary Card (UFC Fight Pass / ESPN+),,,12,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-247-jones-vs-reyes-1837,2020-02-08,508,UFC 247: Jones vs. Reyes
Curtis Blaydes,Junior dos Santos,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Curtis Blaydes,Junior Dos Santos,Curtis Blaydes,Junior Dos Santos,Heavyweight,Curtis Blaydes,def,Junior dos Santos,TKO (punches),2.0,1:06,,Main Card (ESPN+),https://en.wikipedia.org/wiki/Curtis_Blaydes,https://en.wikipedia.org/wiki/Junior_dos_Santos,1,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos
Michael Chiesa,Rafael dos Anjos,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Michael Chiesa,Rafael Dos Anjos,Michael Chiesa,Rafael Dos Anjos,Welterweight,Michael Chiesa,def,Rafael dos Anjos,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,,Main Card (ESPN+),https://en.wikipedia.org/wiki/Michael_Chiesa,https://en.wikipedia.org/wiki/Rafael_dos_Anjos,2,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos
Alex Perez,Jordan Espinosa,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Alex Perez,Jordan Espinosa,Alex Perez,Jordan Espinosa,Flyweight,Alex Perez,def,Jordan Espinosa,Technical Submission (arm-triangle choke),1.0,2:33,,Main Card (ESPN+),https://en.wikipedia.org/wiki/Alex_Perez_(fighter),,3,Sub,Main Event,,,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos
Angela Hill,Hannah Cifers,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Angela Hill,Hannah Cifers,Angela Hill,Hannah Cifers,Women's Strawweight,Angela Hill,def,Hannah Cifers,TKO (elbows and punches),2.0,4:26,,Main Card (ESPN+),https://en.wikipedia.org/wiki/Angela_Hill_(fighter),https://en.wikipedia.org/wiki/Hannah_Cifers,4,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos
Bevon Lewis,Dequan Townsend,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Bevon Lewis,Dequan Townsend,Bevon Lewis,Dequan Townsend,Middleweight,Bevon Lewis,def,Dequan Townsend,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary Card (ESPN+),,,6,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos
Arnold Allen,Nik Lentz,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Arnold Allen,Nik Lentz,Arnold Allen,Nik Lentz,Featherweight,Arnold Allen,def,Nik Lentz,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Arnold_Allen_(fighter),https://en.wikipedia.org/wiki/Nik_Lentz,7,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos
Justine Kish,Lucie Pudilová,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Justine Kish,Lucie Pudilova,Justine Kish,Lucie Pudilova,Women's Flyweight,Justine Kish,def,Lucie Pudilová,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Justine_Kish,https://en.wikipedia.org/wiki/Lucie_Pudilov%C3%A1,8,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos
Brett Johns,Tony Gravely,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Brett Johns,Tony Gravely,Brett Johns,Tony Gravely,Bantamweight,Brett Johns,def,Tony Gravely,Submission (rear-naked choke),3.0,2:53,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Brett_Johns,,11,Sub,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos
Herbert Burns,Nate Landwehr,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Herbert Burns,Nate Landwehr,Herbert Burns,Nate Landwehr,Featherweight,Herbert Burns,def,Nate Landwehr,KO (knee),1.0,2:43,,Preliminary Card (ESPN+),,,12,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos
Jamahal Hill,Darko Stošić,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Darko Stosic,Jamahal Hill,Jamahal Hill,Darko Stosic,Light Heavyweight,Jamahal Hill,def,Darko Stošić,"Decision (unanimous) (29–27, 29–27, 29–27)",3.0,5:00,,Main Card (ESPN+),,https://en.wikipedia.org/wiki/Darko_Sto%C5%A1i%C4%87,5,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos
Montel Jackson,Felipe Colares,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Felipe Colares,Montel Jackson,Montel Jackson,Felipe Colares,Bantamweight,Montel Jackson,def,Felipe Colares,"Decision (unanimous) (30–26, 30–26, 30–25)",3.0,5:00,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Montel_Jackson,,9,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos
Sara McMann,Lina Länsberg,https://en.wikipedia.org/wiki/UFC_Fight_Night:_Blaydes_vs._dos_Santos,Lina Lansberg,Sara McMann,Sara McMann,Lina Lansberg,Women's Bantamweight,Sara McMann,def,Lina Länsberg,"Decision (unanimous) (30–27, 30–26, 30–25)",3.0,5:00,,Preliminary Card (ESPN+),https://en.wikipedia.org/wiki/Sara_McMann,https://en.wikipedia.org/wiki/Lina_L%C3%A4nsberg,10,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-on-espn-24-blaydes-vs-dos-santos-1841,2020-01-25,507,UFC Fight Night: Blaydes vs. dos Santos
Conor McGregor,Donald Cerrone,https://en.wikipedia.org/wiki/UFC_246,Conor McGregor,Donald Cerrone,Conor McGregor,Donald Cerrone,Welterweight,Conor McGregor,def,Donald Cerrone,TKO (head kick and punches),1.0,0:40,,Main Card,https://en.wikipedia.org/wiki/Conor_McGregor,https://en.wikipedia.org/wiki/Donald_Cerrone,1,KO,Main Event,,,https://www.bestfightodds.com/events/ufc-246-mcgregor-vs-cowboy-1839,2020-01-18,506,UFC 246: McGregor vs. Cowboy
Holly Holm,Raquel Pennington,https://en.wikipedia.org/wiki/UFC_246,Holly Holm,Raquel Pennington,Holly Holm,Raquel Pennington,Women's Bantamweight,Holly Holm,def,Raquel Pennington,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,,Main Card,https://en.wikipedia.org/wiki/Holly_Holm,https://en.wikipedia.org/wiki/Raquel_Pennington,2,Unanimous Decision,Main Event,,,https://www.bestfightodds.com/events/ufc-246-mcgregor-vs-cowboy-1839,2020-01-18,506,UFC 246: McGregor vs. Cowboy
Aleksei Oleinik,Maurice Greene,https://en.wikipedia.org/wiki/UFC_246,Aleksei Oleinik,Maurice Greene,Aleksei Oleinik,Maurice Greene,Heavyweight,Aleksei Oleinik,def,Maurice Greene,Submission (armbar),2.0,4:38,,Main Card,https://en.wikipedia.org/wiki/Aleksei_Oleinik,https://en.wikipedia.org/wiki/Maurice_Greene_(fighter),3,Sub,Main Event,,,https://www.bestfightodds.com/events/ufc-246-mcgregor-vs-cowboy-1839,2020-01-18,506,UFC 246: McGregor vs. Cowboy
Brian Kelleher,Ode Osbourne,https://en.wikipedia.org/wiki/UFC_246,Brian Kelleher,Ode Osbourne,Brian Kelleher,Ode Osbourne,Bantamweight,Brian Kelleher,def,Ode Osbourne,Submission (guillotine choke),1.0,2:49,,Main Card,https://en.wikipedia.org/wiki/Brian_Kelleher,,4,Sub,Main Event,,,https://www.bestfightodds.com/events/ufc-246-mcgregor-vs-cowboy-1839,2020-01-18,506,UFC 246: McGregor vs. Cowboy
Askar Askarov,Tim Elliott,https://en.wikipedia.org/wiki/UFC_246,Askar Askarov,Tim Elliott,Askar Askarov,Tim Elliott,Flyweight,Askar Askarov,def,Tim Elliott,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,,Preliminary card (ESPN),,https://en.wikipedia.org/wiki/Tim_Elliott,8,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-246-mcgregor-vs-cowboy-1839,2020-01-18,506,UFC 246: McGregor vs. Cowboy
Drew Dober,Nasrat Haqparast,https://en.wikipedia.org/wiki/UFC_246,Drew Dober,Nasrat Haqparast,Drew Dober,Nasrat Haqparast,Lightweight,Drew Dober,def,Nasrat Haqparast,TKO (punches),1.0,1:10,,Preliminary card (ESPN),https://en.wikipedia.org/wiki/Drew_Dober,https://en.wikipedia.org/wiki/Nasrat_Haqparast,9,KO,Prelim,,,https://www.bestfightodds.com/events/ufc-246-mcgregor-vs-cowboy-1839,2020-01-18,506,UFC 246: McGregor vs. Cowboy
Aleksa Camur,Justin Ledet,https://en.wikipedia.org/wiki/UFC_246,Aleksa Camur,Justin Ledet,Aleksa Camur,Justin Ledet,Light Heavyweight,Aleksa Camur,def,Justin Ledet,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,,Early Preliminary card (UFC Fight Pass),,https://en.wikipedia.org/wiki/Justin_Ledet,10,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-246-mcgregor-vs-cowboy-1839,2020-01-18,506,UFC 246: McGregor vs. Cowboy
Roxanne Modafferi,Maycee Barber,https://en.wikipedia.org/wiki/UFC_246,Maycee Barber,Roxanne Modafferi,Roxanne Modafferi,Maycee Barber,Women's Flyweight,Roxanne Modafferi,def,Maycee Barber,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,5:00,,Preliminary card (ESPN),https://en.wikipedia.org/wiki/Roxanne_Modafferi,https://en.wikipedia.org/wiki/Maycee_Barber,6,Unanimous Decision,Prelim,,,https://www.bestfightodds.com/events/ufc-246-mcgregor-vs-cowboy-1839,2020-01-18,506,UFC 246: McGregor vs. Cowboy
